BUYER_ID,SECTION,CATEGORY,BRAND,SUBCATEGORY_BEFORE,SUBCATEGORY_AFTER,SWITCH_FLAG,PROMO_FLAG
MEM_9990011528984394,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611D - PULL APART BREAD,SWITCH,NON PROMO
MEM_9990011528984394,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611C - SANDWICH BREAD,SWITCH,NON PROMO
MEM_9990011528984394,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611D - PULL APART BREAD,NO_SWITCH,NON PROMO
MEM_9990011528984394,CHILLER,2024 - BOTTLE - CAN LIQUID MILK,BEAR BRAND,2024A - CAN LIQUID MILK,2024A - CAN LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011528984394,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242A - IMPULSE CONE,SWITCH,NON PROMO
MEM_9990011528984394,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242B - IMPULSE STICK,NO_SWITCH,NON PROMO
MEM_9990011529050431,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611B - SWEET BREAD,SWITCH,NON PROMO
MEM_9990011529304812,MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",CUSSONS,3415C - BABY CREAM,3415C - BABY CREAM,NO_SWITCH,NON PROMO
MEM_9990011529304812,MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",MY BABY,3415C - BABY CREAM,3415C - BABY CREAM,NO_SWITCH,NON PROMO
MEM_9990011529542400,BREAD CORNER (BC),6611 - BREAD,PAROTI,6611D - PULL APART BREAD,6611D - PULL APART BREAD,NO_SWITCH,NON PROMO
MEM_9990011529626667,CHILLER,1154 - RTD TEA,SOSRO,1154D - RTD TEA PET 250-420ML,1154B - RTD TEA TETRAPACK 250-500ML,SWITCH,PROMO
MEM_9990011529626667,PERSONAL CARE,3211 - SHAMPOO,EMERON,3211C - SHAMPOO 130-250ML,3211C - SHAMPOO 130-250ML,NO_SWITCH,PROMO
MEM_9990011529626667,PERSONAL CARE,3241 - FACIAL WASH SOAP,POISE,3241B - FACIAL WASH SOAP WOMEN 70-125G,3241B - FACIAL WASH SOAP WOMEN 70-125G,NO_SWITCH,PROMO
MEM_9990011529626667,SNACK,2212 - POTATOES,JAPOTA,2212B - POTATOES 54-85G,2212B - POTATOES 54-85G,NO_SWITCH,NON PROMO
MEM_9990011529626667,SNACK,2213 - EXTRUDED & PELLET,WONHAE,2213C - EXTRUDED & PELLET 50-95G,2213C - EXTRUDED & PELLET 50-95G,NO_SWITCH,NON PROMO
MEM_9990011529702944,ICE CREAM,6242 - IMPULSE ICE CREAM,CAMPINA,6242B - IMPULSE STICK,6242B - IMPULSE STICK,NO_SWITCH,NON PROMO
MEM_9990011529702944,ICE CREAM,6242 - IMPULSE ICE CREAM,GLICO,6242B - IMPULSE STICK,6242C - IMPULSE CUP,SWITCH,PROMO
MEM_9990011529702944,ICE CREAM,6242 - IMPULSE ICE CREAM,GLICO,6242C - IMPULSE CUP,6242C - IMPULSE CUP,NO_SWITCH,PROMO
MEM_9990011529702944,TOOTH CARE,3272 - TOOTH PASTE,SYSTEMA,3272C - ADVANCE CARE TOOTH PASTE,3272C - ADVANCE CARE TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990011529704044,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,NON PROMO
MEM_9990011529704044,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911A - INSTANT FRIED NOODLE 65-100G,1911E - INSTANT NOODLE BANDED,SWITCH,PROMO
MEM_9990011529730256,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990011529789461,MEDICINE & BABY CARE,3141 - HONEY,MADU TJ,3141A - HONEY BOTTLE 100-400ML,3141A - HONEY BOTTLE 100-400ML,NO_SWITCH,PROMO
MEM_9990011529830039,BEVERAGES,2023 - TETRAPACK LIQUID MILK,ULTRA,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023D - TETRAPAK LIQUID MILK 900-1000ML,NO_SWITCH,NON PROMO
MEM_9990011529830039,BREAD CORNER (BC),6611 - BREAD,PAROTI,6611B - SWEET BREAD,6611B - SWEET BREAD,NO_SWITCH,PROMO
MEM_9990011529830039,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990011529830039,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911A - INSTANT FRIED NOODLE 65-100G,NO_SWITCH,PROMO
MEM_9990011529830039,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,NON PROMO
MEM_9990011529830039,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,PROMO
MEM_9990011529830039,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,NON PROMO
MEM_9990011529830039,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,HERS,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,NO_SWITCH,PROMO
MEM_9990011529830039,TOOTH CARE,3272 - TOOTH PASTE,PEPSODENT,3272B - TOOTH PASTE 130-250G,3272A - TOOTH PASTE 60-120G,SWITCH,NON PROMO
MEM_9990011531521378,CHILLER,1113 - MINERAL WATER,AQUA,1113C - MINERAL WATER PET 500-750ML,1113C - MINERAL WATER PET 500-750ML,NO_SWITCH,PROMO
MEM_9990011531521378,CHILLER,1113 - MINERAL WATER,NESTLE,1113D - MINERAL WATER PET 1-1.5L,1113C - MINERAL WATER PET 500-750ML,SWITCH,PROMO
MEM_9990011532645147,CHILLER,6212 - YOGHURT,CIMORY,6212B - YOGHURT LIQUID 70-80G,6212C - YOGHURT LIQUID 100-330ML,SWITCH,NON PROMO
MEM_9990011534577460,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611D - PULL APART BREAD,NO_SWITCH,PROMO
MEM_9990011534577460,HOUSE HOLD,3714 - LIQUID DETERGENT,GENTLE GEN,3714A - LIQUID DETERGENT BOTTLE,3714A - LIQUID DETERGENT BOTTLE,NO_SWITCH,NON PROMO
MEM_9990011536361012,BACKWALL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,SAMPOERNA,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,NO_SWITCH,NON PROMO
MEM_9990011537400276,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911F - INSTANT FRIED NOODLE >100G,SWITCH,PROMO
MEM_9990011537400276,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911F - INSTANT FRIED NOODLE >100G,SWITCH,PROMO
MEM_9990011537400276,PERSONAL CARE,3235 - MEN DEO ROLL ON,POSH,3235A - MEN DEO ROLL ON,3235A - MEN DEO ROLL ON,NO_SWITCH,PROMO
MEM_9990011539851897,SNACK,2213 - EXTRUDED & PELLET,CHIKI,2213C - EXTRUDED & PELLET 50-95G,2213C - EXTRUDED & PELLET 50-95G,NO_SWITCH,NON PROMO
MEM_9990011541997051,MEJA KASIR,2342 - BOTTLE CHEWING GUM,LOTTE,2342A - BOTTLE CHEWING GUM,2342A - BOTTLE CHEWING GUM,NO_SWITCH,NON PROMO
MEM_9990011542330032,HOUSE HOLD,3516 - DISHWASHING CLEANER,SUNLIGHT,3516C - DISHWASHING CLEANER 600-800ML,3516D - DISHWASHING CLEANER >1000ML,SWITCH,PROMO
MEM_9990011542400000,BISC & CONFECTIONARY,2223 - CRACKER BISCUIT,PAROTI,2223C - CRACKER BISCUIT 100-180G,2223C - CRACKER BISCUIT 100-180G,NO_SWITCH,PROMO
MEM_9990011542400000,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,SELAMAT,2227D - WAFER BISCUIT 100-145G,2227D - WAFER BISCUIT 100-145G,NO_SWITCH,PROMO
MEM_9990011543146238,BREAKFAST,1212 - BAG TEA,SOSRO,1212A - BAG TEA,1212A - BAG TEA,NO_SWITCH,PROMO
MEM_9990011543146238,HOUSE HOLD,3711 - POWDER DETERGENT,DAIA,3711C - POWDER DETERGENT 601-990G,3711D - POWDER DETERGENT 1-2 KG,SWITCH,PROMO
MEM_9990011543146238,MEDICINE & BABY CARE,3132 - TELON OIL,CAP LANG,3132B - TELON OIL 100-150ML,3132B - TELON OIL 100-150ML,NO_SWITCH,PROMO
MEM_9990011543146238,MEJA KASIR,4633 - LEISURE BAG,ALFAMART,4633A - LEISURE BAG,4633A - LEISURE BAG,NO_SWITCH,NON PROMO
MEM_9990011543146238,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911E - INSTANT NOODLE BANDED,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,NON PROMO
MEM_9990011543146238,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911E - INSTANT NOODLE BANDED,1911E - INSTANT NOODLE BANDED,NO_SWITCH,PROMO
MEM_9990011543146238,PERSONAL CARE,3231 - WOMEN DEO,CASABLANCA,3231A - WOMEN DEO ROLL ON,3231A - WOMEN DEO ROLL ON,NO_SWITCH,PROMO
MEM_9990011543146238,PERSONAL CARE,3235 - MEN DEO ROLL ON,POSH,3235A - MEN DEO ROLL ON,3235A - MEN DEO ROLL ON,NO_SWITCH,PROMO
MEM_9990011543146238,PERSONAL CARE,3241 - FACIAL WASH SOAP,POISE,3241B - FACIAL WASH SOAP WOMEN 70-125G,3241B - FACIAL WASH SOAP WOMEN 70-125G,NO_SWITCH,PROMO
MEM_9990011543146238,STAPLE NEED,1513 - FLOUR,SANIA,1513A - FLOUR,1513A - FLOUR,NO_SWITCH,PROMO
MEM_9990011545140400,PERSONAL CARE,3331 - BEAUTY COTTON,SELECTION,3331A - BEAUTY COTTON,3331A - BEAUTY COTTON,NO_SWITCH,NON PROMO
MEM_9990011548429934,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990011548429934,MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,SGM,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,NO_SWITCH,NON PROMO
MEM_9990011548463776,BISC & CONFECTIONARY,2226 - SANDWICH BISCUIT,OREO,2226C - SANDWICH BISCUIT 100-150G,2226C - SANDWICH BISCUIT 100-150G,NO_SWITCH,NON PROMO
MEM_9990011548463776,CHILLER,1112 - CARBONATED DRINK,FANTA,1112E - CARBONATED DRINK PET 1000-1800ML,1112E - CARBONATED DRINK PET 1000-1800ML,NO_SWITCH,PROMO
MEM_9990011548463776,CHILLER,1112 - CARBONATED DRINK,SPRITE,1112E - CARBONATED DRINK PET 1000-1800ML,1112E - CARBONATED DRINK PET 1000-1800ML,NO_SWITCH,PROMO
MEM_9990011548463776,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911A - INSTANT FRIED NOODLE 65-100G,NO_SWITCH,NON PROMO
MEM_9990011548463776,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990011548463776,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,NON PROMO
MEM_9990011548463776,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,PROMO
MEM_9990011548463776,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,NON PROMO
MEM_9990011548463776,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990011548463776,SNACK,2213 - EXTRUDED & PELLET,TARO,2213C - EXTRUDED & PELLET 50-95G,2213B - EXTRUDED & PELLET 20-49G,SWITCH,NON PROMO
MEM_9990011548463776,STAPLE NEED,1521 - PALM COOKING OIL,TROPICAL,1521G - PALM COOKING OIL BOTTLE 2L,1521G - PALM COOKING OIL BOTTLE 2L,NO_SWITCH,PROMO
MEM_9990011548464800,CHILLER,6212 - YOGHURT,YAKULT,6212A - YOGHURT PACK,6212A - YOGHURT PACK,NO_SWITCH,NON PROMO
MEM_9990011548464800,HOUSE HOLD,3612 - COIL INSECTICIDES,VAPE,3612A - COIL INSECTICIDES,3612A - COIL INSECTICIDES,NO_SWITCH,NON PROMO
MEM_9990011548725445,MEJA KASIR,3122 - PREGNANT TEST & CONTRACEPTION,SUTRA,3122B - CONDOM,3122B - CONDOM,NO_SWITCH,NON PROMO
MEM_9990011548743443,BISC & CONFECTIONARY,2226 - SANDWICH BISCUIT,OREO,2226C - SANDWICH BISCUIT 100-150G,2226C - SANDWICH BISCUIT 100-150G,NO_SWITCH,PROMO
MEM_9990011548743443,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,RICHEESE,2227D - WAFER BISCUIT 100-145G,2227D - WAFER BISCUIT 100-145G,NO_SWITCH,PROMO
MEM_9990011548743443,BREAD CORNER (BC),1314 - CHEESE,KRAFT,1314A - CHEESE SLICE,1314A - CHEESE SLICE,NO_SWITCH,NON PROMO
MEM_9990011548743443,BREAD CORNER (BC),1314 - CHEESE,PROCHIZ,1314A - CHEESE SLICE,1314A - CHEESE SLICE,NO_SWITCH,PROMO
MEM_9990011548743443,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990011548743443,BREAKFAST,2021 - SWEETENED CONDENSED MILK,INDOMILK,2021B - SWEETENED CONDENSED MILK POUCH,2021B - SWEETENED CONDENSED MILK POUCH,NO_SWITCH,NON PROMO
MEM_9990011548743443,BREAKFAST,2021 - SWEETENED CONDENSED MILK,INDOMILK,2021B - SWEETENED CONDENSED MILK POUCH,2021E - SWEETENED CONDENSED CREAMER PACK,SWITCH,PROMO
MEM_9990011548743443,HOUSE HOLD,3513 - TOILET CLEANER,VIXAL,3513C - TOILET CLEANER 700-1000ML,3513C - TOILET CLEANER 700-1000ML,NO_SWITCH,PROMO
MEM_9990011548743443,HOUSE HOLD,3712 - CREAM DETERGENT,EKONOMI,3712B - CREAM DETERGENT 500-900G,3712B - CREAM DETERGENT 500-900G,NO_SWITCH,NON PROMO
MEM_9990011548743443,HOUSE HOLD,3724 - IRONING,MOLTO,3724C - IRONING REF 200-500ML,3724C - IRONING REF 200-500ML,NO_SWITCH,PROMO
MEM_9990011548743443,MEDICINE & BABY CARE,3424 - TOOTH PASTE KIDS,PEPSODENT,3424A - TOOTH PASTE KIDS 45-60G,3424A - TOOTH PASTE KIDS 45-60G,NO_SWITCH,PROMO
MEM_9990011548743443,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990011548743443,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911F - INSTANT FRIED NOODLE >100G,NO_SWITCH,PROMO
MEM_9990011548743443,STAPLE NEED,1521 - PALM COOKING OIL,BIMOLI,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521C - PALM COOKING OIL POUCH 1800-2000ML,NO_SWITCH,PROMO
MEM_9990011548743443,STAPLE NEED,1523 - MARGARINE & BUTTER,BLUE BAND,1523B - MARGARINE & BUTTER BAG 200G,1523B - MARGARINE & BUTTER BAG 200G,NO_SWITCH,PROMO
MEM_9990011548781237,BISC & CONFECTIONARY,2323 - BAG CANDY,MENTOS,2323A - BAG CANDY,2323A - BAG CANDY,NO_SWITCH,NON PROMO
MEM_9990011548781237,TOOTH CARE,3273 - MOUTHWASH,LISTERINE,3273B - MOUTHWASH 130-300ML,3273B - MOUTHWASH 130-300ML,NO_SWITCH,PROMO
MEM_9990011548782600,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990011548782600,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911F - INSTANT FRIED NOODLE >100G,SWITCH,PROMO
MEM_9990011548784746,PERSONAL CARE,3252 - BODY SERUM,VASELINE,3252B - BODY SERUM 180-250ML,3252B - BODY SERUM 180-250ML,NO_SWITCH,PROMO
MEM_9990011548784746,STAPLE NEED,1511 - RICE,SANIA,1511B - RICE BAG 5KG,1511B - RICE BAG 5KG,NO_SWITCH,NON PROMO
MEM_9990011548898137,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911A - INSTANT FRIED NOODLE 65-100G,1911A - INSTANT FRIED NOODLE 65-100G,NO_SWITCH,PROMO
MEM_9990011548898137,STAPLE NEED,1915 - PASTA,WOW,1915B - INSTANT PASTA,1915B - INSTANT PASTA,NO_SWITCH,PROMO
MEM_9990011551562357,MEDICINE & BABY CARE,3132 - TELON OIL,MY BABY,3132A - TELON OIL 30-90ML,3132A - TELON OIL 30-90ML,NO_SWITCH,PROMO
MEM_9990011551562357,MEDICINE & BABY CARE,3313 - WET TISSUE,YUNIKON,3313A - WET TISSUE,3313A - WET TISSUE,NO_SWITCH,PROMO
MEM_9990011551562357,MEDICINE & BABY CARE,3424 - TOOTH PASTE KIDS,KODOMO,3424A - TOOTH PASTE KIDS 45-60G,3424A - TOOTH PASTE KIDS 45-60G,NO_SWITCH,PROMO
MEM_9990011551562357,PERSONAL CARE,3234 - WOMEN COLOGNE,FRES & NATURAL,3234A - WOMEN COLOGNE 50-100ML,3234A - WOMEN COLOGNE 50-100ML,NO_SWITCH,PROMO
MEM_9990011551562357,STAPLE NEED,1523 - MARGARINE & BUTTER,FORVITA,1523B - MARGARINE & BUTTER BAG 200G,1523B - MARGARINE & BUTTER BAG 200G,NO_SWITCH,PROMO
MEM_9990011552048480,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990011552048480,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611A - WHITE BREAD,SWITCH,NON PROMO
MEM_9990011552048480,MEJA KASIR,3122 - PREGNANT TEST & CONTRACEPTION,SUTRA,3122B - CONDOM,3122B - CONDOM,NO_SWITCH,PROMO
MEM_9990011552180200,HOUSE HOLD,3516 - DISHWASHING CLEANER,SUNLIGHT,3516C - DISHWASHING CLEANER 600-800ML,3516D - DISHWASHING CLEANER >1000ML,SWITCH,PROMO
MEM_9990011552180200,HOUSE HOLD,3611 - AEROSOL INSECTICIDES,BAYGON,3611A - AEROSOL INSECTICIDES 600-700ML,3611A - AEROSOL INSECTICIDES 600-700ML,NO_SWITCH,PROMO
MEM_9990011552180200,HOUSE HOLD,3724 - IRONING,KISPRAY,3724C - IRONING REF 200-500ML,3724C - IRONING REF 200-500ML,NO_SWITCH,PROMO
MEM_9990011552357868,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611D - PULL APART BREAD,6611A - WHITE BREAD,SWITCH,PROMO
MEM_9990011552357868,MEDICINE & BABY CARE,3425 - TOOTH BRUSH KIDS,KODOMO,3425A - TOOTH BRUSH KIDS,3425A - TOOTH BRUSH KIDS,NO_SWITCH,PROMO
MEM_9990011552357868,STAPLE NEED,1521 - PALM COOKING OIL,BIMOLI,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521C - PALM COOKING OIL POUCH 1800-2000ML,NO_SWITCH,PROMO
MEM_9990011552900313,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,NISSIN,2227D - WAFER BISCUIT 100-145G,2227D - WAFER BISCUIT 100-145G,NO_SWITCH,PROMO
MEM_9990011552900313,BREAKFAST,1221 - INSTANT COFFEE MIX,FRESCO,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,NO_SWITCH,PROMO
MEM_9990011552900313,MEJA KASIR,2321 - POCKET CANDY,FISHERMAN'S,2321C - POCKET CANDY FRESHING THROAT,2321C - POCKET CANDY FRESHING THROAT,NO_SWITCH,PROMO
MEM_9990011552900313,PERSONAL CARE,3211 - SHAMPOO,SERASOFT,3211D - SHAMPOO 270-450ML,3211C - SHAMPOO 130-250ML,SWITCH,PROMO
MEM_9990011552900313,STAPLE NEED,1511 - RICE,SANIA,1511B - RICE BAG 5KG,1511B - RICE BAG 5KG,NO_SWITCH,NON PROMO
MEM_9990011552900313,STAPLE NEED,1721 - CHILLI,DELMONTE,1721D - CHILLI PACK,1721D - CHILLI PACK,NO_SWITCH,PROMO
MEM_9990011552922833,BACKWALL,2414 - SPM (SIGARET PUTIH MESIN),FORTE,2414A - SPM (SIGARET PUTIH MESIN),2414A - SPM (SIGARET PUTIH MESIN),NO_SWITCH,NON PROMO
MEM_9990011552922833,SNACK,2213 - EXTRUDED & PELLET,WONHAE,2213C - EXTRUDED & PELLET 50-95G,2213C - EXTRUDED & PELLET 50-95G,NO_SWITCH,NON PROMO
MEM_9990011553246144,HOUSE HOLD,3511 - FLOOR CLEANER,SOKLIN,3511B - FLOOR CLEANER FRAGRANCE,3511B - FLOOR CLEANER FRAGRANCE,NO_SWITCH,PROMO
MEM_9990011553370113,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,RICHOCO,2227D - WAFER BISCUIT 100-145G,2227D - WAFER BISCUIT 100-145G,NO_SWITCH,NON PROMO
MEM_9990011553370113,BREAD CORNER (BC),6611 - BREAD,PAROTI,6611B - SWEET BREAD,6611B - SWEET BREAD,NO_SWITCH,NON PROMO
MEM_9990011553370113,BREAKFAST,2021 - SWEETENED CONDENSED MILK,FRISIAN FLAG,2021B - SWEETENED CONDENSED MILK POUCH,2021B - SWEETENED CONDENSED MILK POUCH,NO_SWITCH,PROMO
MEM_9990011553370113,BREAKFAST,2021 - SWEETENED CONDENSED MILK,INDOMILK,2021B - SWEETENED CONDENSED MILK POUCH,2021B - SWEETENED CONDENSED MILK POUCH,NO_SWITCH,PROMO
MEM_9990011553370113,CHILLER,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023C - TETRAPAK LIQUID MILK 220-250ML,2023C - TETRAPAK LIQUID MILK 220-250ML,NO_SWITCH,PROMO
MEM_9990011553370113,CHILLER,2024 - BOTTLE - CAN LIQUID MILK,BEAR BRAND,2024A - CAN LIQUID MILK,2024A - CAN LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011553370113,STAPLE NEED,1625 - COCONUT MILK,KARA,1625A - COCONUT MILK LIQUID 65-100ML,1625A - COCONUT MILK LIQUID 65-100ML,NO_SWITCH,NON PROMO
MEM_9990011553370113,TOOTH CARE,3272 - TOOTH PASTE,CIPTADENT,3272B - TOOTH PASTE 130-250G,3272B - TOOTH PASTE 130-250G,NO_SWITCH,PROMO
MEM_9990011553557216,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611C - SANDWICH BREAD,6611C - SANDWICH BREAD,NO_SWITCH,NON PROMO
MEM_9990011553557216,HOUSE HOLD,3711 - POWDER DETERGENT,DAIA,3711D - POWDER DETERGENT 1-2 KG,3711D - POWDER DETERGENT 1-2 KG,NO_SWITCH,PROMO
MEM_9990011553557216,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911E - INSTANT NOODLE BANDED,1911E - INSTANT NOODLE BANDED,NO_SWITCH,PROMO
MEM_9990011553895627,BEVERAGES,2023 - TETRAPACK LIQUID MILK,INDOMILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023D - TETRAPAK LIQUID MILK 900-1000ML,NO_SWITCH,PROMO
MEM_9990011553895627,BREAD CORNER (BC),1314 - CHEESE,PROCHIZ,1314C - CHEESE SPREAD,1314C - CHEESE SPREAD,NO_SWITCH,PROMO
MEM_9990011553895627,CHILLER,6227 - CHILLED SAUSAGES,SO NICE,6227A - CHILLED SAUSAGES,6227A - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990011553895627,HOUSE HOLD,3511 - FLOOR CLEANER,ALFAMART,3511A - FLOOR CLEANER CARBOLIC,3511A - FLOOR CLEANER CARBOLIC,NO_SWITCH,NON PROMO
MEM_9990011553895627,HOUSE HOLD,3516 - DISHWASHING CLEANER,SUNLIGHT,3516C - DISHWASHING CLEANER 600-800ML,3516D - DISHWASHING CLEANER >1000ML,SWITCH,PROMO
MEM_9990011553895627,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332C - BLOCK CHOCOLATE 50-99G,2332C - BLOCK CHOCOLATE 50-99G,NO_SWITCH,PROMO
MEM_9990011553895627,PERSONAL CARE,3211 - SHAMPOO,SUNSILK,3211C - SHAMPOO 130-250ML,3211C - SHAMPOO 130-250ML,NO_SWITCH,PROMO
MEM_9990011553914400,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990011553914400,BREAKFAST,1221 - INSTANT COFFEE MIX,TORABIKA,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,NO_SWITCH,PROMO
MEM_9990011553914400,BREAKFAST,2021 - SWEETENED CONDENSED MILK,FRISIAN FLAG,2021B - SWEETENED CONDENSED MILK POUCH,2021B - SWEETENED CONDENSED MILK POUCH,NO_SWITCH,NON PROMO
MEM_9990011553914400,CHILLER,1112 - CARBONATED DRINK,COCA COLA,1112E - CARBONATED DRINK PET 1000-1800ML,1112E - CARBONATED DRINK PET 1000-1800ML,NO_SWITCH,PROMO
MEM_9990011553914400,CHILLER,1154 - RTD TEA,NU,1154E - RTD TEA PET 450-500ML,1154E - RTD TEA PET 450-500ML,NO_SWITCH,NON PROMO
MEM_9990011553914400,CHILLER,1156 - RTD COFFEE,POLARIS,"1156B - RTD COFFEE CAN, BOTTLE, PET","1156B - RTD COFFEE CAN, BOTTLE, PET",NO_SWITCH,PROMO
MEM_9990011553914400,CHILLER,6212 - YOGHURT,CIMORY,6212B - YOGHURT LIQUID 70-80G,6212B - YOGHURT LIQUID 70-80G,NO_SWITCH,PROMO
MEM_9990011553914400,CHILLER,6212 - YOGHURT,CIMORY,6212B - YOGHURT LIQUID 70-80G,6212C - YOGHURT LIQUID 100-330ML,SWITCH,NON PROMO
